,Title,Artist,Top100,URI,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature
8683,Came Here for Love,Sigala,0,3kGfazcbVvVkuZunzlLgTD,0.708,0.868,6,-3.287,1,0.0431,0.0313,0,0.122,0.72,124.994,202999,4
8684,Too Much (feat. Timbaland),ZAYN,0,0rNww8PLCIrZLPz001SPI1,0.469,0.645,0,-4.443,1,0.0515,0.00441,0.000473,0.0855,0.305,96.094,187160,1
8685,Wake Up Where You Are,State of Sound,0,2s76aKBWKShlwPC4xTtEEE,0.706,0.674,9,-6.977,1,0.0337,0.11,0.000626,0.0784,0.545,113.956,207307,4
8686,Never Be the Same (feat. Kane Brown),Camila Cabello,0,0xk4woi8ENN8VWFDZTcF8h,0.6,0.671,0,-4.875,1,0.0893,0.238,0,0.164,0.25,129.782,225539,4
8687,LET YOU BE RIGHT,Meghan Trainor,0,28nrOocj11pS0UVH2VM6b5,0.822,0.611,0,-5.448,1,0.17,0.0292,0,0.0628,0.567,105.052,176944,4
8688,Darkside,Alan Walker,0,6SRWhUJcD2YKahCwHavz3X,0.43,0.606,4,-5.115,0,0.0431,0.131,0,0.173,0.123,169.988,211680,4
8689,Cowboy,ALMA,0,0SMcxocirwIw1L6LKcjhW5,0.672,0.756,7,-6.097,1,0.112,0.208,0,0.282,0.489,76.937,188219,4
8690,Instruction,Jax Jones,0,06VsoIC668pU516T6qrgkJ,0.763,0.923,9,-3.108,0,0.191,0.103,0,0.105,0.934,121.074,165907,4
8691,Revolutionary,Robert DeLong,0,3Jc3q6VtqiitLnPMQpaOLR,0.625,0.677,6,-5.722,0,0.0708,0.017,3.19E-05,0.591,0.748,89.971,192727,4
8692,Ice Cold,Netsky,0,6ROC96qNrDlbWmIKtt93TV,0.463,0.958,10,-3.622,0,0.122,0.0349,0.00785,0.0944,0.155,170.03,197680,4
8693,Roll With Me (feat. Shungudzo & ZieZie),Bantu,0,5nsJclFXUIQajs8WJIkds7,0.437,0.819,6,-5.163,0,0.046,0.015,0,0.192,0.721,98.884,182365,4
8694,Get Some Freedom (feat. Dragonette),Big Data,0,1LEts6yVIfK8kFM1SO1ZzQ,0.543,0.828,7,-5.036,0,0.107,5.35E-05,0.368,0.291,0.456,120.014,217547,4
8695,NOSTALGIA,The Band Perry,0,0s049atcSpO84nFYGLqtMQ,0.618,0.778,0,-5.069,0,0.134,0.0221,0.0204,0.343,0.36,173.938,182015,4
8696,Be Like You (feat. Broods),Whethan,0,1zRdhBRqRnMSLkZTODa5OL,0.677,0.492,1,-4.764,1,0.0597,0.118,2.52E-05,0.0844,0.166,83.962,161431,4
8697,Kick in the Door,Xenia Pax,0,5Q99ugfXKeV4ShpO5BzwfT,0.67,0.839,8,-6.562,1,0.0775,0.00949,0,0.115,0.193,140.073,186143,4
8698,A Little Bit Dangerous,CRMNL,0,0VtVQkIUcKn6KDt35HHvmq,0.583,0.685,10,-5.423,0,0.0274,0.00213,0,0.0475,0.381,89.006,194640,4
8699,Girl's Gotta,Danger Twins,0,37i2gSRBQqBW8k0y8GAc88,0.791,0.729,7,-5.946,1,0.0489,0.00188,0.0674,0.12,0.481,95.005,181639,4
8700,Ready for It,Rayelle,0,29HpBx2DOjT9y6BpBQ4itU,0.549,0.939,0,-1.6,1,0.0421,0.0439,8.91E-06,0.0704,0.733,104.991,179429,4
8701,Looking Back,Claire Guerreso,0,0qul1uYNKA1d2H3JxeohCf,0.602,0.829,0,-6.813,1,0.0443,0.0395,7.39E-05,0.128,0.694,148.032,127297,4
8702,Reckless,Valley Of Wolves,0,57ruvqBFUUAakpFmbI1MbN,0.471,0.808,0,-3.873,1,0.067,0.437,0,0.364,0.506,86.359,226443,4
8703,Rounds,Thutmose,0,1hcSnK5neZ4YgpA502RqVT,0.761,0.632,8,-4.705,1,0.0634,0.0104,5.84E-05,0.204,0.41,159.982,174000,4
8704,What I Need (feat. Kehlani),Hayley Kiyoko,0,5nFyaoBWwwMJ9fv33tZ2MB,0.633,0.793,10,-4.126,1,0.055,0.0537,0,0.16,0.414,103.97,219520,4
8705,Focus,Charli XCX,0,56mCGN7S1druROilPGNe3R,0.856,0.598,6,-6.173,1,0.0675,0.125,1.79E-06,0.0626,0.352,122.005,202153,4
8706,Heaven's Got A Back Door,Dead Sara,0,7A9pnb6sAaiQ17kjAHglrW,0.58,0.733,7,-6.798,0,0.0426,0.00128,4.25E-05,0.342,0.688,95.997,203864,4
8707,I'm Here,Tunde Olaniran,0,3F9ByOssenLSvJZiAnuR94,0.743,0.716,11,-4.163,0,0.0621,0.288,0,0.186,0.483,109.989,207949,4
8708,Bittersweet,Yellow Claw,0,5SFvRp4yiMzqJgiRFKloi5,0.652,0.726,11,-5.066,0,0.153,0.523,0.00255,0.0967,0.515,120.197,168566,4
8709,Blurry Eyes (feat. RUNN),Hotel Garuda,0,6P8L0E1m5Ai6SS13N6ulGh,0.724,0.699,4,-5.566,0,0.0932,0.0978,5.96E-05,0.0646,0.565,118.111,205499,4
8710,the light is coming (feat. Nicki Minaj),Ariana Grande,0,0sdbFOyfgAhAhWq8DpzkaW,0.877,0.547,7,-5.705,1,0.18,0.0122,1.51E-05,0.028,0.687,99.034,228373,4
8711,Boys,Lizzo,0,1du4tPkvJfCIuVL6WMtqSs,0.892,0.588,1,-4.287,0,0.11,0.00319,0.000162,0.0498,0.753,120.042,172630,4
8712,We Ain’t Goin’ Nowhere,The New Respects,0,1A4BvKvWIdlyuFgGcGZ7zE,0.576,0.963,4,-3.039,1,0.286,0.0167,9.82E-05,0.294,0.265,189.998,191547,4
8713,Dancing's Not A Crime,Panic! At The Disco,0,6PFoEnjp0PAe5siGswjH9i,0.526,0.891,6,-1.549,1,0.0482,0.0375,0,0.375,0.804,94.095,219467,4
8714,Fun,Kaskade,0,6quwZWSOygVjpaTG84whzq,0.839,0.922,0,-3.166,1,0.0568,0.0215,0.00936,0.0548,0.328,122.986,174705,4
8715,Stay Open,Diplo,0,2yvDDDQUmJnop6ycSqOAGf,0.663,0.589,6,-8.091,0,0.191,0.209,0.000599,0.109,0.412,97.949,210612,4
8716,CAN'T DANCE,Meghan Trainor,0,3CqT68zWwvcrY22UkhD67V,0.758,0.797,8,-2.861,1,0.0759,0.001,1.32E-06,0.526,0.719,106.947,180167,4
8717,Mad Mad World,Bonnie McKee,0,5YaV62mxj62GSlXvwzgG3J,0.614,0.766,6,-4.118,0,0.15,0.0704,0,0.0953,0.706,99.952,205033,4
8718,Familiar,Liam Payne,0,0Y4hwUppbGc8aIBmiTz30A,0.636,0.805,9,-4.594,1,0.327,0.0161,0,0.0793,0.908,92.958,196552,4
8719,Chun-Li,Nicki Minaj,0,1e4rwBPVI32vZtTJu7mJ4J,0.69,0.729,6,-5.08,0,0.372,0.276,5.08E-05,0.106,0.478,128.96,191600,5
8720,A Painting in Paris,Arrested Youth,0,1WmriH1iRnPsou3Sntky4A,0.699,0.702,6,-7.955,0,0.0642,0.0828,0.00147,0.0667,0.608,75.012,213626,4
8721,Drip (feat. Migos),Cardi B,0,2qcG0nZ6S3zZV0UrkY5nFo,0.968,0.589,11,-7.808,1,0.255,0.0511,0,0.0731,0.268,129.993,262308,4
8722,Gassed Up,Jauz,0,4nDGkRGsh7kZKWPFZnbqZN,0.625,0.99,9,-0.839,1,0.178,0.00572,0.581,0.135,0.594,74.999,236800,4
8723,"Push Back (Ne-Yo, Bebe Rexha, Stefflon Don)",Ne-Yo,0,3qSnj1FzIKMgx6svJO2dgr,0.782,0.671,2,-5.127,0,0.0459,0.184,2.27E-06,0.125,0.706,106.975,221279,4
8724,Do You (Jaisua Remix),CASS,0,5IQedA3B6Png1YCjM8s3PJ,0.602,0.433,4,-13.092,0,0.0308,0.00188,0.336,0.18,0.288,140.034,193817,4
8725,Goh,What So Not,0,6UB1IP6ALsh3IiIjR7pRLQ,0.528,0.828,11,-4.978,0,0.0497,0.012,0.256,0.107,0.249,169.951,215613,4
8726,Wassup,Logic,0,5KVciTEfXvpcFHR3RFbtJy,0.777,0.57,1,-6.833,1,0.0472,0.0869,0,0.121,0.321,139.993,219480,4
8727,ICY GRL,Saweetie,0,1sl1cpix9GnwNwaVt04BIu,0.927,0.563,7,-5.827,1,0.175,0.0306,0,0.0736,0.842,103.312,109302,4
8728,"Colors - Coca-Cola® Anthem, 2018 FIFA World CupTM",Jason Derulo,0,7wD6iRghe6SnKHkvHqpnC5,0.707,0.845,8,-3.478,1,0.201,0.0278,0,0.134,0.507,120.125,187390,4
8729,Got the Feeling,Syn Cole,0,5or3DfWwQPvoFSEKhifZaq,0.677,0.819,0,-3.654,0,0.0304,0.0776,5.61E-05,0.0756,0.529,124.01,178912,4
8730,One Foot,WALK THE MOON,0,0iQ77tSa7ncj7zBPtVx6cU,0.582,0.821,0,-4.861,1,0.0365,0.00754,2.10E-06,0.818,0.468,100.025,261373,4
8731,Purple Dinosaur,nobigdyl.,0,7jGtcoeAm9BQ9TEKnvUenJ,0.599,0.577,2,-6.813,1,0.221,0.106,0,0.205,0.784,111.41,237320,5
8732,Look,Leikeli47,0,6izVrYFnOGLgzmIO8EoUiQ,0.956,0.576,7,-4.56,1,0.102,0.0262,0.462,0.0953,0.423,122.042,127533,4
8733,Brick City,Princess Nokia,0,24KoIpgWtURFwbD1GhIKZM,0.553,0.77,1,-6.497,1,0.31,0.0234,0,0.0939,0.481,189.957,158000,4
8734,Champion - Remix,Fall Out Boy,0,6PurllVXXGL1s6UkLtzMVF,0.532,0.73,2,-4.19,1,0.261,0.0457,0,0.157,0.191,188.12,210320,4
8735,Alive (with Offset & 2 Chainz),Lil Jon,0,7w8SYlPLA9bqj7vRHvYNDz,0.811,0.726,2,-6.726,1,0.323,0.362,1.88E-06,0.121,0.57,150.061,235897,4
8736,PROUD,2 Chainz,0,365wwIjijQdlRJEjUWTidq,0.791,0.813,10,-4.244,0,0.376,0.758,0,0.143,0.907,173.937,234667,4
8737,Midnight Summer Jam,Justin Timberlake,0,1KAhsLqLYiqCZ1G8ljKDtB,0.805,0.759,10,-5.198,0,0.0438,0.101,0.354,0.183,0.721,120.057,312533,4
8738,...Ready For It? - BloodPop® Remix,Taylor Swift,0,1Ygm9KdH3wbzDekO8JgxcW,0.582,0.835,7,-4.899,1,0.222,0.133,0,0.102,0.496,160.09,189509,4
8739,Get Up and Move On,Alvarez Kings,0,4ztNHL8Czk94yWRtAfIhQ8,0.699,0.796,9,-3.508,1,0.0585,0.0455,0,0.0705,0.66,102.031,177253,4
8740,Love Cliche,Stafford Brothers,0,3YKYhJUEnUaSIZS2xucna7,0.665,0.775,7,-5.504,1,0.0329,0.154,0,0.301,0.683,100.01,187592,4
8741,Breaking All The Rules,MYXE,0,5LMdCzwDTuBwAaCo9kQxHU,0.811,0.865,0,-5.438,0,0.0526,0.0771,0.000457,0.0681,0.584,126.052,174286,4
8742,SET IT ON FIRE,SAINTS OF VALORY,0,2tK144K4ZW8K6nBBZ7SOTV,0.451,0.814,7,-4.935,1,0.0421,0.00229,3.51E-05,0.216,0.395,157.86,238548,4
8743,Tell Me You Love Me - NOTD Remix,Demi Lovato,0,374iA7aY6LstovLWSdFSPR,0.58,0.771,3,-4.693,0,0.0833,0.0489,0,0.0859,0.758,102.407,181893,4
8744,Here for the Crown,Skyzoo,0,3j3KxKenvp1zas8ID80yZi,0.72,0.987,11,-0.398,0,0.246,0.0175,0.000294,0.103,0.425,129.063,106046,4
8745,Love Like Waves - Riton Remix,Friendly Fires,0,5q0I3pROYmyprnjKYQqdij,0.671,0.787,6,-6.813,0,0.0718,0.000232,0.593,0.0539,0.212,124.009,333531,4
8746,Give 'em What They Want,American Gentlemen,0,5UF0VBGJ6wgSHtgWzd81ZV,0.724,0.902,2,-3.344,1,0.107,0.0997,0.00468,0.19,0.889,85.009,153882,4
8747,Lagg,Krischvn,0,1m5OWpCC3VK2subK9EqGbw,0.952,0.96,8,-2.259,0,0.272,0.0295,0.000326,0.0398,0.42,126.042,160740,4
8748,"Me, Myself & I (feat. Bryn Christopher)",Blonde,0,2SutWozKjO4T9iwWknJAqU,0.713,0.855,10,-3.768,0,0.0417,0.0137,0.000543,0.111,0.62,119.902,181053,4
8749,Livin' the Life,WAR*HALL,0,6l4ikVqAS6VWQx3sW4rCVh,0.7,0.855,2,-6.909,0,0.0966,0.156,0.0333,0.0972,0.71,103.91,208588,4
8750,Everything I Got,The Aston Shuffle,0,0kYzStlg98CUglGsFqv7RL,0.674,0.886,0,-4.338,1,0.045,0.0684,0.000243,0.131,0.282,122.016,198867,4
8751,One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,0,7b4vbqgzMhbFa0wdjfftQJ,0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,281267,4
8752,Millionaire,Kelis,0,1mVTQSGoFchL3VVrIa0MeH,0.686,0.855,11,-6.6,1,0.116,0.0252,0,0.037,0.763,176.002,224933,4
8753,Like Fire (feat. Nevve),Madison Mars,0,6k95PWuyRGVbpfjUXjixmk,0.629,0.871,0,-3.055,1,0.0452,0.262,5.79E-06,0.17,0.455,126.07,195000,4
8754,Do Your Thing,Bakermat,0,79r3hkmn6PqlbVth5KYxVB,0.734,0.859,9,-4.228,1,0.0585,0.0461,0.00597,0.267,0.737,121.996,191280,4
8755,Only Can Get Better (feat. Daniel Merriweather),Silk City,0,7l2dHlKH07RO0BK0Lh6obt,0.636,0.891,6,-5.946,1,0.0589,0.107,0.0337,0.215,0.595,124.005,209027,4
8756,Rise - Jonas Blue & Eden Prince Club Mix,Jonas Blue,0,4NISCj1aFWSQHvL84esmG0,0.712,0.816,10,-4.141,0,0.0487,0.000162,0.000376,0.0566,0.531,124.02,266997,4
8757,BaBaBa,Dillon Francis,0,5iFVlhZ0EcDhgejM2iLUjI,0.695,0.956,9,-4.429,1,0.0565,0.00821,0.000118,0.877,0.576,104.982,176590,4
8758,Is It Really Love,Joe Stone,0,7wo90naUfmLhNzVp1eCc8A,0.657,0.956,4,-3.191,0,0.0449,0.0707,3.36E-06,0.412,0.297,124.951,165970,4
8759,Walay (My Bae),Claude VonStroke,0,5MApVTEXZD7elsoCiN43XS,0.798,0.952,7,-4.429,1,0.0498,0.0123,0.422,0.0876,0.534,124.961,218053,4
8760,One Kiss - Jauz Remix,Calvin Harris,0,2qdhIjNdEZfrEfUDHxxpjr,0.741,0.784,0,-5.379,1,0.0699,0.0192,4.12E-05,0.852,0.551,123.998,252846,4
8761,Look At That Butt,Dillon Francis,0,6itsZ3QsDvfEFoklc08YHD,0.765,0.813,2,-3.735,1,0.0604,0.0169,0.0232,0.0578,0.773,159.936,152136,4
8762,Pressure,RL Grime,0,2SLEZrKKVNpOXQJN8UKSxC,0.674,0.907,2,-0.439,1,0.174,0.000587,0.284,0.0723,0.169,126.012,203810,4
8763,I Like It - Dillon Francis Remix,Cardi B,0,6WK7h2WfMmnX7zOZnfzoYo,0.731,0.854,5,-4.635,0,0.149,0.00256,1.49E-05,0.386,0.651,150.163,219200,4
8764,Rooftops,Marshmello,0,6pbhkfdG5RvTJaC3VKPaJn,0.704,0.907,10,-3.95,0,0.0672,0.0292,0,0.195,0.657,141.988,177465,4
8765,You Do,Kings,0,113bLFbp3F9MVN0w2KJ1ma,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942,243760,4
8766,Kids in Love - Don Diablo Remix,Kygo,0,2ZEqEHPOhJdkI9pCCW9pBD,0.653,0.911,9,-2.979,0,0.0645,0.0623,5.22E-05,0.301,0.335,125.959,195714,4
8767,Pick Up,DJ Koze,0,5YzBL3vkQnp3JbeDRRSbSQ,0.712,0.601,5,-8.968,1,0.062,1.09E-05,0.802,0.0982,0.513,124.912,398151,4
8768,Buckets (feat. Future) - From SR3MM,Rae Sremmurd,0,2TtWdYXulGcHCeUJUWwZ4M,0.903,0.581,11,-4.797,1,0.0686,0.0303,0.000291,0.102,0.264,139.998,281298,4
8769,Follow Your Fire,Kodaline,0,5s9ZfQasBGM8YLNAhXx7or,0.453,0.61,11,-6.583,0,0.0674,0.00854,0,0.175,0.44,176.079,238611,4
8770,Forbidden Voices,Martin Garrix,0,6EsH66Uto1zwZlDGQ6RokU,0.534,0.711,10,-5.927,0,0.0368,0.05,0.0031,0.135,0.3,128.102,230635,4
8771,Good Time Girl,Sofi Tukker,0,1kdL29tfKlxVKxLiXy8WuS,0.792,0.713,11,-8.403,1,0.0466,0.00768,0.167,0.115,0.563,124.021,184600,4
8772,Out My Mind - Club Mix,Tritonal,0,42WcQsp5bHnY28l517xjfd,0.632,0.863,9,-2.98,1,0.102,0.399,0,0.351,0.3,115.073,239993,4
8773,17 - 6am Remix,MK,0,6R3PciZdMvvkQGkhpdeL1k,0.71,0.625,8,-8.331,1,0.0346,0.00393,0.471,0.318,0.139,120.023,263888,4
8774,Prayer Hands,A-Trak,0,2EIE1wlTTe2g9CwKbL0paS,0.791,0.559,1,-6.692,1,0.213,0.405,0.573,0.117,0.763,112.021,171554,4
8775,My Way - Produced By Rudimental,Thandi Phoenix,0,5UuywdzNryajRyHPF7jsVQ,0.373,0.866,6,-3.3,0,0.0764,0.0606,0,0.107,0.227,169.192,236243,4
8776,Brass,Dirty Rush & Gregor Es,0,03ZyPqIZXdBNNVIpM2KORq,0.726,0.899,5,-2.597,1,0.134,0.186,0.00101,0.13,0.449,124.031,182631,4
8777,En La Cara - Sua Cara Remix,Major Lazer,0,75yu4dXze1qjPAV6DZcDcn,0.737,0.794,7,-3.606,1,0.061,0.0142,0.000515,0.597,0.484,100.019,169227,4
8778,My Way - iLL BLU Remix,One Bit,0,0VdnwfwDM5UVDrFn27TcTI,0.784,0.832,4,-6.579,0,0.0946,0.00262,0.407,0.312,0.287,123.993,296194,4
8779,Belem,Dirty Rush & Gregor Es,0,5KHcFHjK0x5dE5Dl1r12LW,0.883,0.793,10,-3.776,1,0.0547,0.0306,0.569,0.196,0.548,126.011,198349,4
8780,Magenta Riddim,DJ Snake,0,1cpxdw5UAAZlXNhN398KA5,0.602,0.892,10,-3.66,0,0.0672,0.000393,0.813,0.304,0.57,102.047,194490,4
8781,How Do You Feel Right Now,Axwell /\ Ingrosso,0,5P9lfNxIoCTCcInZRSdjW4,0.707,0.921,8,-4.077,0,0.111,0.0103,0.17,0.0995,0.0397,127.982,179387,4
8782,Motorola,Gorgon City,0,4bR87SmQTiNcS5gDuaF9Yl,0.792,0.838,1,-6.199,1,0.151,0.0284,0.0444,0.148,0.534,125.007,235200,4
8783,MOVE,jesse saint john,0,76y30KySh3KiupEIi1SgVM,0.761,0.849,1,-2.205,1,0.039,0.0147,0,0.0848,0.672,120.055,151728,4
8784,Monsters,Saara Aalto,0,0JGbU6NlewrskD138Wq04b,0.581,0.731,0,-4.482,0,0.0387,0.0103,0,0.0602,0.272,121.931,180587,4
8785,Dreamer - Alpha 9 Remix,Axwell /\ Ingrosso,0,7f41u6ziTUDDhV0VjnEazX,0.557,0.971,5,-3.161,0,0.0318,0.00106,0.0255,0.383,0.377,128.002,205438,4
8786,Something About The Way (Hot Or Not),After 6,0,1wgdbaEqt2goGW00iv1VtB,0.662,0.951,5,-5.644,0,0.296,0.0765,1.48E-05,0.324,0.554,123.108,185812,4
8787,House Party - Arkadi Future Filth Remix,The Knocks,0,6VCwV3k4RV8cB0J4CvJHMX,0.776,0.774,7,-5.702,1,0.069,0.00381,6.67E-05,0.0818,0.337,120.003,177000,4
8788,Salvage (Up All Night) [feat.Poo Bear],Galantis,0,2Xa9noXOlgoqSyDYAlwKs1,0.649,0.851,7,-2.718,1,0.0425,0.0264,0.000179,0.101,0.262,121.953,197187,4
8789,"Like A Riddle (feat. Hearts & Colors, Adam Trigger)",Felix Jaehn,0,2jGOQqWZKjy6A64kWIcdIs,0.809,0.722,7,-4.953,1,0.0377,0.077,4.54E-06,0.117,0.538,109.992,179565,4
8790,All Day All Night (feat. Tate McRae),Myles Erlick,0,4buQguMqOyrXLI2D2k8ET9,0.722,0.71,7,-8.679,1,0.0734,0.00214,0,0.0957,0.438,120.028,164000,4
8791,Lights Go Down,Zeds Dead,0,0RJgmCUXLIDQ2kMMAD5cGs,0.596,0.763,10,-5.819,0,0.0525,0.0363,0.129,0.107,0.0658,140.208,325720,4
8792,Flute Loop (feat. Ouici),Keys N Krates,0,4fFGNYU7WFmUJ5bPc8r16l,0.552,0.639,4,-7.42,0,0.0272,0.00411,0.731,0.0796,0.168,142.031,154000,4
8793,You Can't Change Me,Don Diablo,0,5QewRG7VkZtBkAxWT5prZq,0.548,0.929,3,-2.739,0,0.0543,0.288,0.317,0.0376,0.538,123.809,187186,4
8794,How Long - EDX's Dubai Skyline Remix,Charlie Puth,0,2cmWjJEB9PydEc1eIHbOHX,0.786,0.775,1,-5.316,0,0.0711,0.156,0.000103,0.0962,0.659,122.002,192787,4
8795,House Party - Doorly Afterparty Re-Rub,The Knocks,0,6nxkLWotP7Gzz9CO1ZXQQS,0.89,0.754,5,-5.562,0,0.134,0.00151,0.00859,0.639,0.599,119.991,324569,4
8796,Do Your Thing - Robbie Rivera Acid Remix,Basement Jaxx,0,2NOxsllEzKYw7PsjI0z1hp,0.605,0.938,0,-4.622,1,0.062,0.00206,0.713,0.654,0.416,124.015,213443,4
8797,Energia,Sofi Tukker,0,2Vkta6KBzwPtFwCpuguGeu,0.725,0.775,10,-5.773,0,0.0447,0.00582,0.0145,0.174,0.753,134.997,187707,4
8798,Hola (feat. Maluma),Flo Rida,0,6ayTAnEwP3Yo4DOjLsN5r2,0.757,0.711,8,-5.693,1,0.0769,0.0207,3.04E-05,0.11,0.649,113.026,192377,4
8799,Lonely Together - (feat. Rita Ora) Jaded Remix,Avicii,0,1X6GT7mTCpvfsqIGjgrpP3,0.709,0.791,5,-7.014,1,0.271,0.051,0.00173,0.237,0.37,123.883,216947,4
8800,Malo,Mariah,0,6UrBXUV9nltutnGppkpVzH,0.429,0.655,8,-3.716,0,0.113,0.431,0,0.0805,0.468,161.543,184773,4
8801,RIDE,CØDE,0,1jgXlnggThjbbizy1LAocM,0.633,0.933,10,-5.029,0,0.235,0.00302,0,0.332,0.88,153.942,46862,4
8802,Cold Fire - Two Another Remix,PREP,0,6ljeOSQg5FNRAuPf41Xssm,0.793,0.615,2,-8.077,0,0.0719,0.00707,0.000514,0.339,0.593,99.017,198849,4
8803,show me,San Holo,0,1rS3g0pYnbnwTtj3A4OvXP,0.474,0.731,0,-5.582,1,0.0406,0.235,0.00536,0.223,0.0876,135.056,341476,4
8804,Feels Right,Alina Baraz,0,2Un4sGOznAimdjxFaMPIrl,0.674,0.592,5,-9.94,1,0.0496,0.253,1.20E-06,0.117,0.152,133.927,180984,4
8805,Yoko Ono,Moby Rich,0,28GTdx9aoBF7b5651zVwUE,0.661,0.485,6,-10.197,0,0.0378,0.00522,0.0414,0.108,0.619,150.02,202640,4
8806,Good Day,Jagwar Twin,0,2mxSOBIiAJFVZohUPZR8Yf,0.617,0.7,4,-6.832,0,0.115,0.0741,6.19E-06,0.487,0.16,114.039,204972,4
8807,A Song With No Name,Norah Jones,0,3Ulj4AXe7s1gUZ7iByb9Jy,0.531,0.116,6,-16.243,1,0.0368,0.866,0.699,0.111,0.19,128.594,243876,4
8808,Sway,Keepitinside,0,53roOR5owLQEsEenAdnJqO,0.524,0.26,0,-15.002,1,0.0469,0.649,0.0259,0.106,0.148,169.958,209631,3
8809,Way Too Far.,Phony Ppl,0,6O30uFqAaR5bAAbnUMTUoZ,0.519,0.469,7,-7.368,0,0.043,0.734,1.17E-05,0.247,0.114,92.868,226625,4
8810,Feel It Still - Medasin Remix,Portugal. The Man,0,4jFkHxFXHC0mJVZm7QwK6C,0.568,0.463,4,-10.622,1,0.262,0.553,0.00114,0.0858,0.148,157.686,194434,4
8811,Woman - Single Version,Cat Power,0,1HG8xfsFVtu415WNChKcoa,0.562,0.395,0,-9.503,1,0.0388,0.758,0.0165,0.228,0.37,109.101,245628,4
8812,Losing My Mind,Beacon,0,5MCphu4rJLnBxD6e0Qb9KE,0.378,0.0845,4,-12.99,1,0.0382,0.88,5.67E-06,0.1,0.151,134.357,189221,4
8813,The Whole Summer,Lo-Fang,0,4fmL5t0r5ANaV8G5WjBhLs,0.423,0.273,0,-12.379,1,0.0547,0.21,0.0269,0.156,0.112,123.77,189750,4
8814,Vibrate,6host,0,4mulBtb3PtmjuUmXlN5Vr0,0.248,0.674,1,-2.765,1,0.0719,0.0593,0,0.0678,0.207,68.661,196415,5
8815,Raincheck,Lotushalves,0,3jH5vnBDwWzCNFDWG3ckxB,0.598,0.594,1,-9.619,0,0.05,0.346,0.00496,0.125,0.587,132.158,179533,4
8816,TUI,FKJ,0,0syxBXqvW4MhO3yYGcxkuw,0.6,0.427,5,-10.311,0,0.0355,0.389,0.894,0.0836,0.135,130.556,110446,5
8817,"Go 2.0 (feat. Jorja Smith, H.E.R. and Rapsody)",Alex Da Kid,0,1Fj145pL4KfM2dyqabvkvl,0.586,0.569,1,-6.507,0,0.0649,0.0237,0,0.179,0.65,132.712,207173,4
8818,Navajo,Masego,0,6zWU7YALeEDMcPGhKKZJhV,0.567,0.593,6,-7.404,0,0.288,0.117,1.32E-06,0.248,0.358,88.545,194157,4
8819,Warm Water - Snakehips Remix,Banks,0,63Ly2sEzloc9s0yAXlMi6r,0.511,0.678,4,-6.858,0,0.869,0.241,0,0.0948,0.405,212.137,253585,4
8820,Voyager,Dugong Jr,0,0Sc4jSVrecpeg5s0EgjDNw,0.407,0.569,6,-10.541,0,0.22,0.158,0.000309,0.142,0.434,84.511,173743,4
8821,Win Is Enough,"The Last Artful, Dodgr",0,7FtFFkA3cWI7F2EeVd3u5t,0.784,0.424,9,-9.028,0,0.173,0.269,6.63E-06,0.104,0.673,90.032,160000,3
8822,Lansing,Vinyl Williams,0,3rTqS3jKj6qFYHnZxxmvId,0.479,0.774,1,-5.696,0,0.0384,0.37,0.581,0.134,0.373,108.725,277500,4
8823,throwing tantrums while the car's parked,underscores,0,3OChoY7m83rmgq4onlrTIP,0.819,0.642,1,-6.908,1,0.171,0.192,0.617,0.181,0.757,79.985,213000,4
8824,All About,Ruuth,0,38K0Bmi9BwZnyJtwKAbgZa,0.717,0.615,3,-6.636,1,0.059,0.596,0,0.0912,0.417,144.942,190552,4
8825,Starchild,Elujay,0,4Ku4jFPD4J7UxdjG0xpjPf,0.503,0.615,10,-6.545,0,0.232,0.125,0.00014,0.0881,0.494,82.533,190153,4
8826,Skin,Shallou,0,7ggJwjzoeJH3rMHoFpb9qI,0.593,0.599,4,-12.449,1,0.107,0.495,0.509,0.112,0.141,119.959,242296,3
8827,Rich (With Wiz Khalifa),Gladius James,0,4YfWZTRKOt0Lp1x1TkgsJz,0.72,0.467,3,-6.797,0,0.0436,0.327,0,0.286,0.128,134.727,212000,3
8828,Fly - FKJ Remix,June Marieezy,0,2cbWaw8K4fKvR9kgBg3ugq,0.657,0.528,6,-8.039,0,0.0683,0.707,0.000155,0.264,0.35,75.44,252000,4
8829,hard rain,Lykke Li,0,069LHKgjOwo1sXUztAPHIj,0.489,0.343,2,-9.991,1,0.0389,0.678,1.80E-06,0.0516,0.109,72.074,210982,4
8830,Dinosaur,More Giraffes,0,6PsPrBPvWqyhRCFVIxfCkg,0.526,0.553,9,-6.389,1,0.107,0.201,0.0661,0.108,0.209,78.901,183797,4
8831,KND,Hyphen Hyphen,0,1cwfO3qf1lA8ymhue2efBq,0.761,0.577,1,-6.77,1,0.0348,0.0501,0.0344,0.102,0.612,87.496,234707,4
8832,All the Other Girls,June Marieezy,0,7kwfdMSWOgmQwXMxSLk0EL,0.469,0.249,6,-7.258,0,0.0501,0.628,0.000474,0.104,0.305,99.315,160032,3
