,Title,Artist,Top100,URI
3881,Rebel Rouser,Duane Eddy,0,4nAJtcmiyoL0ARY5WZY9IN
3882,My Special Angel,Bobby Helms,0,6cen3TFIPFBq2VkUM4Fod8
3883,Heartaches By The Number,Ray Price,0,361wxJRa6M2sH1Epy2MAC1
3884,Your Cheatin' Heart - Single Version,Hank Williams,0,7ArRvdMWVcnQ5pTAmZ20xY
3885,Alabama Jubilee,Red Foley,0,4Go8YDlnV1lgAtJtc02Fq7
3886,(Let Me Be Your) Teddy Bear,Elvis Presley,0,4FjkmQ9JYaIeh1NxeLEO80
3887,City Lights,Ray Price,0,62RfCZpT2zfBHRXD8yp2WV
3888,Oh Lonesome Me,Don Gibson,0,5NfJlu8F8zfoBEXfjPnk10
3889,Big River,Johnny Cash,0,6tSlcd8gcp3XGstYNhL3It
3890,A Satisfied Mind,Porter Wagoner,0,0L9wb8Sy398mMog38XcfND
3891,Just Call Me Lonesome,Eddy Arnold,0,0DWFp1N36GuQTtyYY9vshy
3892,If You've Got the Money I've Got the Time - 78rpm Version,Lefty Frizzell,0,3jvNwwHkWjELV3QALVz47D
3893,Don't Take Your Guns to Town,Johnny Cash,0,0p7QF136UOOUHnyU8CuZra
3894,If You Ain't Lovin' (You Ain't Livin'),Faron Young,0,7oanidqUgZO3GxXugm2ucC
3895,Raunchy,Bill Justis,0,5gsVdCTBKYHzzGcYNg1TXT
3896,The Three Bells,The Browns,0,24SbmQo3XQkNLpSBYda4DA
3897,"Cry, Cry, Cry - Long Version",Johnny Cash,0,7DP5q4CQMx5hf4K5RnVVYP
3898,How's the World Treating You,Eddy Arnold,0,7oW8AM8E8DeZknzCSCb3lu
3899,El Paso,Marty Robbins,0,4f8hBeMXMvssn6HtFAtblo
3900,Forever And Always,Lefty Frizzell,0,7agwsApRblBWDQoFBU67US
3901,Mockin' Bird Hill,Mary Ford,0,62GWHE0tcoW9kJrscFn6k3
3902,A Boy Named Sue - Live Version,Johnny Cash,0,67jVZ1CCpjzFKu0ulw1qhi
3903,Green Green Grass of Home,Porter Wagoner,0,5TLkHWQBlL3sMDteMbskzi
3904,Last Date - Instrumental,Floyd Cramer,0,7rbvjRc6ZTVA3GUXDx3Xtr
3905,Blue Kentucky Girl,Loretta Lynn,0,2mqXqQnxcFq5tmG98kUQZw
3906,The Image of Me,Conway Twitty,0,2jfHjFG4pT0bTTbvSDcOv6
3907,We'll Get Ahead Someday,Porter Wagoner,0,7mdB5GWRbuWJDxZ2CbarAv
3908,Jackson (with June Carter Cash),Johnny Cash,0,5fcxVCOtfesNzI2n4Y4kiJ
3909,It's Such A Pretty World Today,Wynn Stewart,0,32zPvvt7K2nZIbQl7cMM3F
3910,Wine Me Up,Faron Young,0,2QS8C4T3H1hYpnADMpq8Uz
3911,The Race Is On,George Jones,0,2LyRC7gfWFJd6JI5i8fTJe
3912,Almost Persuaded,David Houston,0,2Krnm3qWdy4VG5vTkT0cDn
3913,Timber I'm Falling,Ferlin Husky,0,0jRIzXzMRKbwXLpblAsqsa
3914,Wichita Lineman - Remastered,Glen Campbell,0,6V9VCm1zOY2lGR80RehJ9i
3915,I Don't Wanna Play House,Tammy Wynette,0,0mSywazXcVFQZRk2Gg9ImX
3916,The Streets of Baltimore,Bobby Bare,0,3kDSSR6noFrYJBxijqEVm3
3917,Branded Man - Remastered,Merle Haggard,0,2VN8jqhBgwIsU849PKxCfE
3918,Don't Worry,Marty Robbins,0,0dPfKBYyPmoSfoLJqeKAs4
3919,Lonesome 7-7203,Hawkshaw Hawkins,0,6ZW6ND4N7oKkUhKqWZhjyk
3920,Yesterday When I Was Young,Roy Clark,0,34FHyAVCDFURtlrt6HfPHU
3921,The Carroll County Accident,Porter Wagoner,0,5b3Bvd2m81gEQRWrShNkx2
3922,Homecoming - Single Version,Tom T. Hall,0,5Lb38fmngYVaPkLYHuAThe
3923,Act Naturally,Buck Owens,0,3JWEMzwpcWCvu4Qw1BIbYi
3924,Does My Ring Hurt Your Finger,Charley Pride,0,6VUXsWN3aNqEhaPawlFjep
3925,Skip a Rope,Henson Cargill,0,2kzVFcp3kSU1Qld4dYBM7L
3926,Gentle On My Mind - Remastered,Glen Campbell,0,0mLoTgCB8oU0sJGojRtvDu
3927,Big Bad John,Jimmy Dean,0,61uAY9xdzYiIbYJ07XvKso
3928,Six Days On The Road,Dave Dudley,0,0LpmpBulMgAwtdC3YYgkql
3929,Sea of Heartbreak,Don Gibson,0,0xERMvJD8djz1ZBjPSRLvM
3930,Bright Lights and Country Music,Bill Anderson,0,1LWocjmlZPQjwfFV4cJ6HV
3931,Don't You Ever Get Tired of Hurting Me,Ray Price,0,6QAJbtf8Qb69AKsp8soPmN
3932,Make the World Go Away,Eddy Arnold,0,6drEsDrLJEeRJwGwgPgmJU
3933,Still - Single Version,Bill Anderson,0,0Q7eey8NSPQEQ3ol75UAAx
3934,Ode To Billie Joe,Bobbie Gentry,0,4FdDorlbJTVHcH3djLbIfn
3935,Don't Let Me Cross Over,Carl Butler,0,1ZNDtli4TjhuoBnWplaePI
3936,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",Johnny Cash,0,6i8SZ4NIrYeyrbBOoRSC9z
3937,Pop a Top,Jim Ed Brown,0,73AgVwYUEPn9kB0a97b4LW
3938,Above And Beyond,Buck Owens,0,2XEsLZrgYIAEa2YNDiqPYI
3939,Statue of a Fool,Jack Greene,0,3dtukeghbTpei1SJhrT3Jd
3940,D-I-V-O-R-C-E,Tammy Wynette,0,4JPEuPsDG3nNJMAvvQ2Rr3
3941,Once a Day,Connie Smith,0,1guPCVBMmglx2m1DM0xOBu
3942,The End of the World,Skeeter Davis,0,5DTOOkooKFUvWj1XQTFa09
3943,Dang Me,Roger Miller,0,20iH1uibQIUqNFk3wzG7AG
3944,Fist City,Loretta Lynn,0,1YaPhbIo2oKWT5ejlMEL5Z
3945,Hello Walls,Faron Young,0,4dim8F8t01qimHOmr6S3Gd
3946,Walk Through This World With Me,George Jones,0,21SxnQOkzD11IO3qToKvaG
3947,Standing In The Shadows,"Hank Williams, Jr.",0,5NTDu48JtNkuXzs2Zbc1X1
3948,500 Miles Away from Home,Bobby Bare,0,44AauRai27QWKEx4dKn0oU
3949,Chug-A-Lug,Roger Miller,0,0mD2pnYVF8DB3oqtY5KM8h
3950,(That's What You Get) For Lovin' Me,Waylon Jennings,0,1FrG5yYxDbusk4dK3pQ9le
3951,I've Got A Tiger By The Tail - 2006 Remastered Version,Buck Owens,0,1GDAvJth0ebssC2XkG7RYM
3952,Mama Tried,Merle Haggard,0,1FTlLpP6V05yJWmcIg0rlK
3953,Send Me The Pillow You Dream On,Johnny Tillotson,0,60LBZcuecM8zRwXmZm5bQs
3954,Harper Valley P.T.A.,Jeannie C. Riley,0,2sZIclzhHlH8tzf7wry9hK
3955,One in a Row,Willie Nelson,0,2CDh0bBvP0ZAXiibPZvpPC
3956,The Bottle Let Me Down,Merle Haggard,0,5zubqviYpJmjtzPWHRRy4P
3957,I've Been Everywhere - Remastered,Hank Snow,0,1rFGwz7rswOuW2IdXPd0fv
3958,Just Between You and Me,Charley Pride,0,7lSgl6fOpD1aeeXS1mhKcd
3959,(Margie's At) The Lincoln Park Inn,Bobby Bare,0,0srp0yXqH0Axym0z7wLUQy
3960,You Ain't Woman Enough,Loretta Lynn,0,5XOM6Neo5IACRMhvd2ibKA
3961,Ballad Of Forty Dollars,Tom T. Hall,0,1phh5V7T5JAaiIww22ARZk
3962,Daddy Sang Bass,Johnny Cash,0,15TITugVC8RrpLctHXOqT8
3963,A Six Pack To Go,Hank Thompson,0,6ac7GUlfon5ezqPvDYPixS
3964,Don't Come Home A-Drinkin' (With Lovin' On Your Mind),Loretta Lynn,0,1Ch2cPleHoVVXLVRRrGF6o
3965,The Cold Hard Facts of Life,Porter Wagoner,0,2s2Owv5k5HaXCkvwV8AbsG
3966,Wings Of A Dove,Ferlin Husky,0,31vF1iGX0S3Dtv0rQfEksJ
3967,Little Green Apples - Single Version,Roger Miller,0,2iNWbCFroEzA8u0lwEvnBH
3968,Abilene,George Hamilton IV,0,5bA26v8eeZrbHJpD4YPKAX
3969,Welcome to My World,Jim Reeves,0,4xpjtAqc46tg04BzHTZnz2
3970,"Saginaw, Michigan",Lefty Frizzell,0,6kGTegnkVO7NQuu5DFXRSw
3971,Burning Memories - Single Version,Ray Price,0,569rWEzod8v8JX86gO2eX6
3972,Take Me,George Jones,0,321EGZZRFk8kj4pNZraesQ
3973,Flowers On the Wall,The Statler Brothers,0,7ledv9CTjqdwnvHgRmETyZ
3974,Walk On By,Leroy Van Dyke,0,1Y6THdMlU9Cr4lgnUAR09L
3975,May the Bird of Paradise Fly up Your Nose,Little Jimmy Dickens,0,4KRLWRl1bFjnXhY5MgZWrM
3976,Stand By Your Man,Tammy Wynette,0,6xatfNMI8NkY5XxRHAeiS4
3977,Swinging Doors,Merle Haggard,0,5zubqviYpJmjtzPWHRRy4P
3978,Yakety Axe - Buddha Remastered - 2000,Chet Atkins,0,0Lo5YM7ZvIcUnbvnqLMUre
3979,Detroit City,Bobby Bare,0,6zBHtuqVP7CAx26XQRZnb6
3980,Devil Woman,Marty Robbins,0,58ojWS1EGL6z5rEOELtJmH
3981,Right Or Wrong,Wanda Jackson,0,7fApvo3GabRhZnX9KA5u0q
3982,Talk Back Trembling Lips,Ernest Ashworth,0,2kc2v1biRvuHJaBozQzfqs
3983,The Last Thing On My Mind,Porter Wagoner,0,0sJchoPZwC2MV8WzZRoZUk
3984,I Fall To Pieces - Single Version,Patsy Cline,0,6zFsz86nAj5gcvzyVqNL3k
3985,Big Iron,Marty Robbins,0,0AQquaENerGps8BQmbPw14
3986,King Of The Road - Single Version,Roger Miller,0,2iNWbCFroEzA8u0lwEvnBH
3987,Misery Loves Company,Porter Wagoner,0,1wBb03d9IaI6PHFeR438jP
3988,From a Jack to a King,Ned Miller,0,0tGvjiddWph1hYUbdZ7u6Q
3989,Leavin' On Your Mind - Single Version,Patsy Cline,0,1D2mV1f9QkklP6vy0sdBI9
3990,Me And Bobby McGee,Roger Miller,0,3i5bJFIAkgoZqJoRAQqAKO
3991,Girl On The Billboard,Del Reeves,0,3T4zow8ial809ciFETZ6wM
3992,There Goes My Everything,Jack Greene,0,4w6KzdRpUwyKfEf4vFLeiI
3993,"Please Help Me, I'm Falling",Hank Locklin,0,0dc0eU5THc1uE0Q0KV73XN
3994,Alabam,Cowboy Copas,0,6x8EqpeM8XzeoEKfatpSYP
3995,Sweet Dreams (Of You) - Single Version,Patsy Cline,0,0gnQsZ607gfNhIUqCNFC1G
3996,"Luckenbach, Texas (Back to the Basics of Love)",Waylon Jennings,0,5pdKPY4O9CHuzDDp557j4N
3997,One Of These Days - Remastered,Emmylou Harris,0,5bdGM6A3QTdrngOtufCS2L
3998,"Bright Lights, Big City",Sonny James,0,0NFT2UXI5WmqTNeqqymAeb
3999,Country Is,Tom T. Hall,0,6ZSQJEl7oraSzeloVNeM4s
4000,"Midnight, Me And The Blues",Mel Tillis,0,7vRwCuTsBIbV1oVoyPEHrd
4001,Take This Job and Shove It,Johnny Paycheck,0,4XbxeoBeQnwpsyJyZEMoWc
4002,Rose Colored Glasses,John Conlee,0,1Ko3qmw2ItUEefsjDjpLWL
4003,Till The End,Vern Gosdin,0,7pwA0yTkSFYDiiplqmy8KE
4004,Rhinestone Cowboy,Glen Campbell,0,0VwTeYNjcl30DyQlt3GPe0
4005,"Louisiana Woman, Mississippi Man",Conway Twitty,0,02sENi9ULQ36x9mKo5B7XW
4006,The Grand Tour,George Jones,0,5lXX4SAV6HBaVnZ6sUQPNE
4007,Rose Garden - Single Version,Lynn Anderson,0,25FJJkq8kceAlPKJcZbcAQ
4008,Heaven's Just A Sin Away,The Kendalls,0,0bMugNnsdbGA2uLNCw81K0
4009,'Til I Get It Right,Tammy Wynette,0,64s3ywG24Rkgum7qIIA6wO
4010,It Must Be Love - Single Version,Don Williams,0,2yjP9SAtGTy6xgMEJXVXsi
4011,Ridin' My Thumb To Mexico,Johnny Rodriguez,0,4cts2JWIBKsSyMuclg7yZP
4012,(If Loving You Is Wrong) I Don't Want To Be Right,Barbara Mandrell,0,1cxjGdsHJn2vo17AbWLFzu
4013,Shadows In The Moonlight,Anne Murray,0,7i6YbLIaM45ntr0OnkEfBj
4014,Love In The Hot Afternoon,Gene Watson,0,0DT0jbuh51K52Rn5sTqWeq
4015,"When You're Hot, You're Hot",Jerry Reed,0,6sykijVtS1m8vxLnkKXrJ5
4016,Some Broken Hearts Never Mend - Single Version,Don Williams,0,6OREPdoHWU3IehSiZA6rcw
4017,Paper Roses,Marie Osmond,0,00oIqmk1eRn9D2y8BzNLS1
4018,Don't Take It Away - Single Version,Conway Twitty,0,2ZvnuEEAso2ApgAsmu29Oj
4019,Don't the Girls All Get Prettier at Closing Time,Mickey Gilley,0,7nyjRWYY6R98A7qupjv3Lm
4020,The Door Is Always Open,Dave and Sugar,0,0kDE8iIZcedP244LZ3xGJz
4021,This Time,Waylon Jennings,0,03T4H6czLK426qcW870hBZ
4022,Out Of My Head And Back In My Bed - Single Version,Loretta Lynn,0,2cLb9n7u5iJTXNOrrJI1F1
4023,Sleeping Single In A Double Bed - Single Version,Barbara Mandrell,0,2bazs0jc6oxEEeFYQXXJxv
4024,You Never Even Called Me By My Name,David Allan Coe,0,2t8bnZqxfcEybJ47qOPPTn
4025,Rub It In,Billy 'Crash' Craddock,0,6q014fQ3SqLy180KPuCTG1
4026,Blue Skies,Willie Nelson,0,33LQxf2T3Jbgw3XQ1H3LMY
4027,I Can't Believe She Gives It All To Me - Single Version,Conway Twitty,0,7aatEerxno8RipIcuqPRG1
4028,Marie Laveau,Bobby Bare,0,6yFIzIxyTVRfVeSTTvtEBt
4029,Love Is Like a Butterfly,Dolly Parton,0,7d4hiv8TcJ2vx9BjSxqvj8
4030,Two More Bottles of Wine - Remastered Version,Emmylou Harris,0,62buMnGJ9bLrZAV03fGjYc
4031,Amos Moses,Jerry Reed,0,7zVZF0OgDJkFJohnlKwEpa
4032,Pass Me By,Johnny Rodriguez,0,0KaaQF4tqn8Ser0PxfqTGz
4033,Lonely Women Make Good Lovers,Bob Luman,0,5je7nvdte7odjJvs5iM1bS
4034,"Mammas, Don't Let Your Babies Grow Up to Be Cowboys",Waylon Jennings,0,1gKSpFpX3poa17WIAyFVsp
4035,I Can Help,Billy Swan,0,4oW1lGOw5Q5OLvoJv92qoE
4036,Barstool Mountain,Moe Bandy,0,6kTddqCu2KqjggSNi7ZtNP
4037,Before The Next Teardrop Falls,Freddy Fender,0,3awuorsQsio2PUOvzq3hpd
4038,The Most Beautiful Girl,Charlie Rich,0,542C7PqR1oEfl63hlhQO4V
4039,Bloody Mary Morning,Willie Nelson,0,5paRS95sOPkOVQlmUIUF4B
4040,What a Difference You've Made in My Life,Ronnie Milsap,0,4sxet9Zdu2Z9hdhAKbjlNI
4041,Just Good Ol' Boys,Moe Bandy,0,3rvNZziNdig7Z0ePbB365e
4042,"My Woman, My Woman, My Wife",Marty Robbins,0,7K40sZ0ZV6vGjzSso2nFyr
4043,One Piece at a Time,Johnny Cash,0,1sueD22EyCamMjdQu9Kuo3
4044,Stop And Smell The Roses,Mac Davis,0,6RnKm1xSMDnPtzWx8K9T8a
4045,Country Sunshine,Dottie West,0,4jE0JNXJ2H3UdhoYBeu8st
4046,Blue Eyes Crying in the Rain,Willie Nelson,0,2uRVPeQbsEpRQD0DKr1WTo
4047,Y'all Come Back Saloon,The Oak Ridge Boys,0,790HdFZdub1eobl2iLzcem
4048,She's Actin' Single (I'm Drinkin' Doubles),Gary Stewart,0,7dZgDd8LYriRdR2kDSQjxx
4049,Coal Miner's Daughter,Loretta Lynn,0,3mM14WXoPaLRjjkmxHe99L
4050,Man in Black,Johnny Cash,0,7wL9EVloIobMw22rT7Ve8x
4051,"Take Me Home, Country Roads",John Denver,0,39q7xibBdRboeMKUbZEB6g
4052,Misty,Ray Stevens,0,7uomyxZYl0CXHEgVphykOB
4053,The Gambler,Kenny Rogers,0,5KqldkCunQ2rWxruMEtGh0
4054,Blanket On The Ground,Billie Jo Spears,0,7mTBUlWPquXPQzDg8yGLlJ
4055,Family Tradition,"Hank Williams, Jr.",0,73ZTWCuwudUVvvWipRnQnQ
4056,Funny Face - Single Version,Donna Fargo,0,27145diX1C7BE6m6FzONqb
4057,Slippin' Away,Jean Shepard,0,6S2yygif19aG4J0tLET53g
4058,I Love,Tom T. Hall,0,5fTwUw09NNgCIOkEKu3bGB
4059,Slide off of Your Satin Sheets,Johnny Paycheck,0,41JQTDa8BoAFkDluhaOip6
4060,Thank God And Greyhound,Roy Clark,0,6OXUj5OZ7jzun2FZLoGXcH
4061,Coat of Many Colors,Dolly Parton,0,1l2Xmg54EUr3TDzNIaCr1z
4062,Her Name Is...,George Jones,0,6v3ozeTaUGr5Wwmya1Xhg0
4063,Good Lovin' (Makes It Right),Tammy Wynette,0,6J1BGG6474yJQf2ubM1KFI
4064,Linda On My Mind - Single Version,Conway Twitty,0,5XQNHPWRiicpHvDfDIy98V
4065,The Happiest Girl In The Whole U.S.A.,Donna Fargo,0,60ut42dYikYXfCZQcvVXYV
4066,Last Time I Saw Him,Dottie West,0,0AAcFvPioR2T5es7zCMAsT
4067,Come On In (You Did The Best You Could Do),The Oak Ridge Boys,0,1MAQPqp6ksh3KqiGFQhuMi
4068,Daydreams About Night Things,Ronnie Milsap,0,1PTngmREtR0P0YMLdqVWBj
4069,Whiskey River - Live,Willie Nelson,0,0EHDEzu14gcx4Z3hOYVpTn
4070,The Fightin' Side Of Me,Merle Haggard,0,7tvnZH4Db2zylKHo7ojKH1
4071,It's Four In The Morning - Single Version,Faron Young,0,5574tjBP659l9EZY0ry0cC
4072,The Wurlitzer Prize (I Don't Want to Get Over You),Waylon Jennings,0,39vRhTRqO7qQggd8aID96o
4073,The Devil Went Down to Georgia,The Charlie Daniels Band,0,6gRACp2CvsIhc7hyw8CecQ
4074,What Goes On When The Sun Goes Down,Ronnie Milsap,0,7nfsBU6mA8MzSUCwFbSQBi
4075,It's Not Love (But It's Not Bad),Merle Haggard,0,7hxJo1SVlgaluuJm453Yt1
4076,Bartender's Blues,George Jones,0,2drm1M5NsCAJ2kgNcz1SiT
4077,You've Never Been This Far Before,Conway Twitty,0,2aqHQzbPcrMl6m37ndVHOQ
4078,Suspicious Minds (with Jessi Colter),Waylon Jennings,0,6Q4cKezP1FyWYoGt0PMCQm
4079,The Year That Clayton Delaney Died,Tom T. Hall,0,1sfXFEpGVK5s5i8eHEtNPj
4080,If We're Not Back In Love By Monday,Merle Haggard,0,3jghFUSMqVsvbIqxW6VIdM
4081,The Power of Positive Drinkin',Mickey Gilley,0,22CngS28FQLN8jiUhGgfNV
4082,Satin Sheets,Jeanne Pruett,0,1xDm4Oo1aY0yXtrnYUAAUb
4083,Love Put A Song In My Heart,Johnny Rodriguez,0,7i2I4HLoi4NgQAARBjjvNV
4084,Good Hearted Woman,Waylon Jennings,0,3CqLvQ9fPOLtLIKb7r5ti6
4085,Backside of Thirty,John Conlee,0,5z7jt7UnqQOhiGOUbajw1V
4086,Help Me Make It Through The Night,Sammi Smith,0,2XWmbwp9FBAaFcSE9BLQzc
4087,Kiss an Angel Good Mornin',Charley Pride,0,37GWhu8R61gTStMvVQfDuE
4088,Jose Cuervo,Shelly West,0,5i3m1HZBzurdMu9zzjBY7r
4089,Fool Hearted Memory,George Strait,0,4zhSO5tu9NduAaq7KxhHhS
4090,I Told You So,Randy Travis,0,6QUEB3DDAD7oJhbIZF2v4Y
4091,Elvira,The Oak Ridge Boys,0,0mG66FLhO0iZ6XCAGdjpax
4092,Woke Up In Love,Exile,0,0t2EyDBuMiQ3iHi3rXrFtR
4093,My Home's In Alabama - Live,Alabama,0,63fI8hzSrsXNGl0CMju2DW
4094,War Is Hell - Re-Recorded,T.G. Sheppard,0,2QaKxNtOx8bT7Q8ogqB7P6
4095,Mama's Never Seen Those Eyes,The Forester Sisters,0,2CpnNgpSYSjwkyXAJqHSnP
4096,Dancin' Cowboys,The Bellamy Brothers,0,1ztNteyBB7343jzssoZqJW
4097,Baby I Lied,Deborah Allen,0,5KqGrafc3paz7bNPju5Ne9
4098,American Made,The Oak Ridge Boys,0,1wtcyTExLF8nZu9ZphHIl1
4099,Fourteen Carat Mind,Gene Watson,0,2RB2xSlVoMRhINO0SruNIx
4100,What's Forever For?,Michael Martin Murphey,0,5j2yIrnbgDW51GM95ZjqDj
4101,Old Habits,"Hank Williams, Jr.",0,0SW6NfA6MTCC6OWNt6SAkV
4102,Killin' Time,Clint Black,0,4H2TRR9FjnnIwxGnIt9stO
4103,Old Hippie,The Bellamy Brothers,0,5fv9qtXwNV6Xx3P9bRed5i
4104,She Keeps The Home Fires Burning,Ronnie Milsap,0,5hcRpLvU99G2mwbeYyvreD
4105,Hard Candy Christmas,Carol Hall,0,6O8eWrO3EgoqDsBUqDSHID
4106,Nobody,Sylvia,0,1IyktkUQ3ktjlc6eDXG967
4107,I Got Mexico,Eddy Raven,0,0BM8wPzuihqUE561Poj2b7
4108,"Twinkle, Twinkle Lucky Star",Merle Haggard,0,5lxDdFXillBqYvKe9gsYT1
4109,Swingin',John Anderson,0,3OYbmTwwQ1dTnGyKmgc1Mt
4110,I Loved 'Em Every One,T.G. Sheppard,0,4td6tN1J2QlESZyUhlD77m
4111,Everything That Glitters (Is Not Gold),Dan Seals,0,6NaQDBNUP6LcsZklHizAki
4112,Islands In The Stream,Kenny Rogers,0,6dnco8haegnJYtylV26cBq
4113,What I'd Say,Earl Thomas Conley,0,6qdaMyeAxixEtIiI1Wqr4l
4114,[That's What You Do] When You're In Love,The Forester Sisters,0,0zd4IzrpBnA1giNE6KkYby
4115,Does Fort Worth Ever Cross Your Mind,George Strait,0,5CwZU4BVFX0dyqG1gKfHHr
4116,When We Make Love,Alabama,0,0GvY6UcFIiAt1PkuFCIhJR
4117,Guitar Town,Steve Earle,0,62ZRHYSOIT9WeZnz18kTHS
4118,Grandpa (Tell Me 'Bout The Good Old Days),The Judds,0,1KNNTdw7SzJ90p6RXq4kGE
4119,Blue Moon With Heartache,Rosanne Cash,0,4TDX7TaAUcdb7Emfgh5Vif
4120,Used To Blue,Sawyer Brown,0,7AMGbqnwhckUyr7Kg3ytQm
4121,All My Ex's Live In Texas,George Strait,0,7k1Xm1wy00hCKJDYJL5p1n
4122,Who's Gonna Fill Their Shoes,George Jones,0,4wDpjRQOvOHXE9AtNWpdVQ
4123,We Believe In Happy Endings,Earl Thomas Conley,0,7sEmUltyPUy9v2Of7Whzpy
4124,Streets Of Bakersfield,Dwight Yoakam,0,5B7f2auRhwkl5OjC2bQ58f
4125,Pancho and Lefty,Merle Haggard,0,1A6P8IxzNyBRsQualaNXNY
4126,The Sweetest Thing (I've Ever Known),Juice Newton,0,3EFgVWb1TAYP3CF17BB4fU
4127,Why Don't You Spend the Night,Ronnie Milsap,0,3O5WcJapaaqnIiQZWpryDU
4128,Got No Reason Now For Goin' Home,Gene Watson,0,0suqXVpX1uJpSrmaDOnxwx
4129,C.C. Waterback,George Jones,0,1MQYA59Whe8zRBnGqgAvMP
4130,Finally,T.G. Sheppard,0,3PXQ2eDbT2yvMLZERfZT6a
4131,Love Is Alive,The Judds,0,2cD3pqgT9Yn4GUcGflMYdk
4132,I Think I'll Just Stay Here And Drink,Merle Haggard,0,3lX7epJ9xWICkf1YauHYgM
4133,Wandering Eyes - Re-Recorded In Stereo,Ronnie McDowell,0,0y6Q2VBjyEbcfQcQHVRLu6
4134,Seven Year Ache,Rosanne Cash,0,2bYp7DYfjXULM24FUh9Z3Q
4135,Why'd You Come in Here Lookin' Like That,Dolly Parton,0,5oheUEVCpJllnImTs5nNiS
4136,I'm Not That Lonely Yet,Reba McEntire,0,7nE0zEsE8MIYCkoV5W7LcJ
4137,Seven Spanish Angels,Willie Nelson,0,51EKPuV1uAWryjNMqZLtgJ
4138,The Wind Beneath My Wings,Gary Morris,0,42reAVnw5XcT6DIuWopJ5H
4139,Crazy For Your Love,Exile,0,13p0TeLG8v8x11RUIInwAL
4140,On The Other Hand,Randy Travis,0,1S4fpfX2u0hzFD9vb6FEB6
4141,My Favorite Memory,Merle Haggard,0,7FsM2MPjPCdgYld4NsvO0f
4142,Tight Fittin' Jeans,Conway Twitty,0,5sRLBlFHRFk3LerdiGs4Z6
4143,Today All Over Again,Reba McEntire,0,0bpb5rfx6wzjiwOzArdYgx
4144,Sunday In the South,Shenandoah,0,4txNtoBnQ3OgazfeTS8iGP
4145,Down To My Last Broken Heart,Janie Fricke,0,1fBgjc9YpUODj6PSgMhppj
4146,Real Love,Dolly Parton,0,6cmv1w0ezmtjT1V61PG3lk
4147,Are the Good Times Really Over (I Wish a Buck Was Still Silver),Merle Haggard,0,7tSZJ9iI3634Sqtd6Uvl49
4148,The Cowboy Rides Away,George Strait,0,7hU1CsIXvplis81SZJ6ESE
4149,I Can Tell By the Way You Dance,Vern Gosdin,0,6m7HjxgVcktBJIwOBG8r4F
4150,My Baby's Got Good Timing,Dan Seals,0,4F2JyLPNoCIUshjktmHxCN
4151,The One I Loved Back Then (The Corvette Song),George Jones,0,0RbaD2rw0HmpfflXFH9DKu
4152,One Promise Too Late,Reba McEntire,0,6BtBykwKhMjp4XDGc1ll1B
4153,Highwayman,Willie Nelson,0,7jWbXvrgdbkajU8L28ahn5
4154,When You Say Nothing at All,Keith Whitley,0,1G60o2g78glgxC0No8SsvQ
4155,Common Man,John Conlee,0,7qYQBg8ljLvLfWPOajfo6u
4156,I Tell It Like It Used To Be,T. Graham Brown,0,5wsa5z6Vfq0gjaC32X4hAG
4157,I Believe In You,Don Williams,0,1PpbrbgsXRXeKw1GnZMEv7
4158,Take Me Down,Alabama,0,1vY823c1DZqSu9k7W2phSh
4159,Heartbroke,Ricky Skaggs,0,79gYsiFPJ8x6ofr656fVIP
4160,Somebody's Knockin',Terri Gibbs,0,4XZzz3KpYL7TSzRmSaIuiE
4161,Diggin' Up Bones,Randy Travis,0,6JdbV5DDltMVCyV0twmKwj
4162,Tennessee Homesick Blues,Dolly Parton,0,1LGejFf74Lo2t4TCXj2iZp
4163,Queen of Hearts,Juice Newton,0,6xBUWSz8INNHO6wFYuPtQl
4164,"Dim Lights, Thick Smoke (And Loud, Loud Music)",Vern Gosdin,0,06ziqwxm8aiNcxr3f5FBHl
4165,Dixieland Delight,Alabama,0,1hh3iFX5vVsiD9LMwUlQeh
4166,I Ain't Living Long Like This,Waylon Jennings,0,0NBKvnJAAG865ENj9bOhvD
4167,Eighteen Wheels And A Dozen Roses,Kathy Mattea,0,6EGRx5TVuHAsmy3JKb8SRC
4168,Do Ya',K.T. Oslin,0,4uhDXoLPOR60UWIQNfdJjk
4169,Two Dozen Roses,Shenandoah,0,0e05wFNr6zg1ULcp4NKs1p
4170,I Don't Want To Be A Memory,Exile,0,3gk22PvYKPnuwfWqg2sFYd
4171,Lady Down On Love,Alabama,0,1KzxCdjKTNAm7xaN4l3aT9
4172,Holding Her and Loving You,Earl Thomas Conley,0,3bQt4ZM4WM4NDgulry4fTn
4173,Prisoner of the Highway,Ronnie Milsap,0,0waChYPfitPtFhFRFxtv50
4174,Only One You,T.G. Sheppard,0,36V6Cb9DjnxlVNqqgD5piw
4175,Old Flames Can't Hold a Candle to You,Dolly Parton,0,6qBjkG0b9r7tuVDFl68uiT
4176,"Lord, I Hope This Day Is Good - Single Version",Don Williams,0,7ySh3j4kcq2mtxfjshPJSG
4177,Same Ole Me,George Jones,0,4yXvztnOOlSspO4W3MIsdd
4178,Step That Step,Sawyer Brown,0,4p0WEALPRSImOlp0glMiDM
